date;user;edited_data
30/04/2019 17:34;techcrunch;{'series': 'ipo', 'investors': {'Slack', 'Microsoft'}, 'date_scraped': '2019-04-30T17:30:16', 'company_name': 'Workplace'}
30/04/2019 17:34;techcrunch;{'series': 'public', 'date_scraped': '2019-04-30T17:30:21', 'company_name': 'Instagram'}
30/04/2019 17:34;techcrunch;{'series': 'ipo', 'investors': {'Slack', 'Microsoft'}, 'date_scraped': '2019-04-30T17:30:16', 'company_name': 'Workplace'}
30/04/2019 17:34;techcrunch;{'date_scraped': '2019-04-30T17:30:13', 'company_name': 'the Nintendo Switch'}
30/04/2019 17:32;techcrunch;{'date_scraped': '2019-04-30T17:30:08', 'company_name': 'Rift'}
30/04/2019 17:32;techcrunch;{'date_scraped': '2019-04-30T17:30:03', 'company_name': 'Oculus'}
30/04/2019 17:31;techcrunch;
30/04/2019 17:07;techcrunch;{'series': 'series o', 'investors': {'Mac', 'Facebook'}, 'date_scraped': '2019-04-30T17:06:00', 'company_name': 'Messenger'}
30/04/2019 17:06;techcrunch;{'series': 'series d', 'raised_funds': '160000000.0 $', 'investors': {'Altice USA', 'cheddar'}, 'date_scraped': '2019-04-30T17:05:12', 'company_name': 'Cheddar'}
30/04/2019 17:05;techcrunch;{'date_scraped': '2019-04-30T16:05:20', 'company_name': 'NYC'}
30/04/2019 17:04;techcrunch;{'date_scraped': '2019-04-30T17:02:51', 'company_name': 'Docker'}
30/04/2019 17:02;techcrunch;{'date_scraped': '2019-04-30T17:00:17', 'company_name': 'Docker'}
30/04/2019 17:01;techcrunch;{'series': 'series a', 'investors': {'CrunchMatch', 'Startup Battlefield Wild Card'}, 'date_scraped': '2019-04-30T17:00:04', 'company_name': 'Startup Alley'}
30/04/2019 16:58;techcrunch;
30/04/2019 16:53;techcrunch;
30/04/2019 16:50;techcrunch;{'series': 'public', 'investors': {'WeWork', 'Extra Crunch', 'the We Company'}, 'date_scraped': '2019-04-30T16:49:00', 'company_name': 'Samsung'}
30/04/2019 16:49;techcrunch;
30/04/2019 16:32;techcrunch;{'series': 'public', 'date_scraped': '2019-04-30T16:21:51', 'company_name': 'Hancock'}
30/04/2019 16:16;techcrunch;{'date_scraped': '2019-04-27T17:06:54', 'company_name': 'UC Berkeley'}
30/04/2019 15:31;techcrunch;{'series': 'seed', 'raised_funds': '3500000.0 $', 'investors': {'Nat Turner', 'Flatiron Health', 'Lerer Hippeau Ventures', 'Neil Blumenthal', 'Dave Gilboa', 'Zach Weinberg', 'Brand Foundry Ventures', 'Warby Parker'}, 'date_scraped': '2019-04-30T15:30:26', 'company_name': 'Primary Venture Partners'}
30/04/2019 15:22;techcrunch;{'date_scraped': '2019-04-30T15:20:05', 'company_name': 'Energizer'}
30/04/2019 15:03;techcrunch;{'series': 'public', 'investors': {'Nonprofit organization Creative Commons'}, 'date_scraped': '2019-04-30T15:02:28', 'company_name': 'Creative Commons'}
30/04/2019 15:02;techcrunch;{'series': 'seed', 'raised_funds': '2500000.0 $', 'investors': {'Afore Capital'}, 'date_scraped': '2019-04-30T15:00:49', 'company_name': 'Kesserwani'}
30/04/2019 14:55;techcrunch;{'date_scraped': '2019-04-30T14:53:51', 'company_name': 'Fabletics'}
30/04/2019 14:09;techcrunch;{'series': 'series s', 'investors': {'MLB Network', 'Bloomberg'}, 'date_scraped': '2019-04-30T14:08:05', 'company_name': 'YouTube'}
